,Global Rank,Institution,Country,Sector
1453,538,Henan University of Technology,CHN,Universities
1454,538,Universite de Versailles Saint Quentin en Yvelines *,FRA,Universities
1455,538,Centro de Quimica Organica Manuel Lora Tamayo,ESP,Government
1456,538,South Central University for Nationalities,CHN,Universities
1457,538,"Chengdu Institute of Biology, Chinese Academy of Sciences",CHN,Government
1458,538,Yantai University,CHN,Universities
1459,538,Biological Research Center Hungarian Academy of Sciences,HUN,Government
1460,539,"Montana State University, Bozeman",USA,Universities
1461,539,National Oceanic and Atmospheric Administration,USA,Government
1462,539,Universita degli Studi di Catania,ITA,Universities
1463,539,"Texas A&M University, Health Science Center",USA,Universities
1464,539,University Hospital of Bern,CHE,Health
1465,539,National Research Council Canada *,CAN,Government
1466,539,Faculte de Sciences et Techniques de Mohammedia,MAR,Universities
1467,540,Institute of Organic Chemistry Polish Academy of Sciences,POL,Government
1468,540,Hubei University,CHN,Universities
1469,540,"Centro de Investigacion Biomedica en Red de Enfermedades Hepaticas y Digestivas, Madrid",ESP,Health
1470,540,Shahid Sadoughi University of Medical Sciences,IRN,Universities
1471,540,Korea Basic Science Institute,KOR,Government
1472,541,Agriculture and Agri-Food Canada,CAN,Government
1473,541,North West Frontier Province University of Engineering and Technology,PAK,Universities
1474,541,The University of Reading,GBR,Universities
1475,541,Institute of Pharmacology Polish Academy of Sciences,POL,Government
1476,541,Ryerson University,CAN,Universities
1477,541,Eberhard-Karls-Universitat Tubingen,DEU,Universities
1478,541,Jaypee Institute of Information Technology,IND,Universities
1479,541,Universita degli Studi di Pisa,ITA,Universities
1480,541,Medizinische Universitat Innsbruck *,AUT,Universities
1481,542,Philipps-Universitat Marburg *,DEU,Universities
1482,542,European Synchrotron Radiation Facility,FRA,Government
1483,542,Institut des Materiaux Jean Rouxel,FRA,Government
1484,542,University of Seoul,KOR,Universities
1485,542,Changsha University of Science and Technology,CHN,Universities
1486,542,"BCMaterials-Basque Center for Materials, Applicatons and Nanostructures",ESP,Government
1487,542,Charles University *,CZE,Universities
1488,542,International Atomic Energy Agency,AUT,Government
1489,542,Helmholtz Zentrum Dresden Rossendorf ,DEU,Government
1490,542,Center for Disease Control and Prevention China,CHN,Health
1491,543,Mario Negri Istituto di Ricerche Farmacologiche,ITA,Health
1492,543,Christian-Albrechts-Universitat zu Kiel,DEU,Universities
1493,543,European Commission - Joint Research Centre,MUL,Government
1494,543,Fondazione Santa Lucia IRCCS,ITA,Health
1495,543,Turku University Hospital,FIN,Health
1496,543,Institut Francais de Recherche pour l'Exploitation de la Mer *,FRA,Government
1497,544,University of Toledo Medical Center,USA,Health
1498,544,Beijing University of Posts and Telecommunications,CHN,Universities
1499,544,Qatar University,QAT,Universities
1500,544,National Research Centre *,EGY,Government
1501,544,Centre Interdisciplinaire de Nanoscience de Marseille,FRA,Government
1502,544,Institut Pierre Simon Laplace,FRA,Government
1503,545,Universite d'Evry-Val d'Essonne *,FRA,Universities
1504,545,Universitat Siegen,DEU,Universities
1505,545,Universitat fur Bodenkultur Wien *,AUT,Universities
1506,545,Ecole Superieure de Chimie Physique Electronique de Lyon *,FRA,Universities
1507,545,Universidad de Sevilla *,ESP,Universities
1508,545,Northeast Agricultural University,CHN,Universities
1509,545,Gannan Normal University,CHN,Universities
1510,545,Universidade de Aveiro,PRT,Universities
1511,545,Istituto Neurologico Mediterraneo Neuromed IRCCS,ITA,Health
1512,546,Hubei Engineering University,CHN,Universities
1513,546,Kyungpook National University *,KOR,Universities
1514,546,Shandong University of Traditional Chinese Medicine *,CHN,Universities
1515,547,The University of Lahore,PAK,Universities
1516,547,"Institute of Coal Chemistry, Chinese Academy of Sciences",CHN,Government
1517,547,Laval University,CAN,Universities
1518,547,Brigham Young University,USA,Universities
1519,548,De Montfort University,GBR,Universities
1520,548,Institute of Microbiology of the ASCR,CZE,Government
1521,548,Centro de Investigaciones Biomedicas,ESP,Government
1522,548,Ministry of Environmental Protection,CHN,Government
1523,548,Boise State University,USA,Universities
1524,548,Shandong Normal University,CHN,Universities
1525,548,Deutsche Elektronen-Synchrotron Desy,DEU,Government
1526,548,Beijing Computational Science Research Center,CHN,Government
1527,548,STMicroelectronics *,MUL,Companies
1528,548,Henan Normal University,CHN,Universities
1529,548,"Fondazione IRCCS Ospedale Maggiore Policlinico, Mangiagalli e Regina Elena",ITA,Health
1530,548,Hallym University *,KOR,Universities
1531,549,"Unilever, United Kingdom",GBR,Companies
1532,549,Xishuangbanna Tropical Botanical Garden Chinese Academy of Sciences,CHN,Government
1533,549,Istituto di Biostrutture e Bioimmagini,ITA,Government
1534,549,"Institute of Atomic and Molecular Sciences, Academia Sinica",TWN,Government
1535,549,Laboratoire de Physique des Solides,FRA,Government
1536,549,Virginia Commonwealth University *,USA,Universities
1537,550,Azienda Ospedaliera Careggi,ITA,Health
1538,550,Istituto Nazionale Tumori Regina Elena,ITA,Health
1539,550,Deutsches Zentrum fur Luft- und Raumfahrt,DEU,Government
1540,550,State Key Laboratory of Structural Chemistry of Unstable and Stable Species,CHN,Government
1541,550,University of Western Ontario,CAN,Universities
1542,550,"Junia, Grande Ecole d'Ingenieurs *",FRA,Universities
1543,550,University of Nevada-Reno,USA,Universities
1544,551,Universidad Rey Juan Carlos *,ESP,Universities
1545,551,Xinjiang Agricultural University,CHN,Universities
1546,551,Sichuan Normal University,CHN,Universities
1547,551,Korea Institute of Oriental Medicine,KOR,Government
1548,551,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,MEX,Health
1549,552,Institute of High Performance Computing,SGP,Government
1550,552,Universite de Lorraine *,FRA,Universities
1551,552,Tulane University *,USA,Universities
1552,552,Institut de Physique de Rennes,FRA,Government
1553,553,Zurich University of Applied Sciences,CHE,Universities
1554,553,Tata Group *,MUL,Companies
1555,554,Chi Mei Medical Center,TWN,Health
1556,554,Electronics Telecommunication Research Institute,KOR,Government
1557,554,U.S. Air Force,USA,Government
1558,554,"Heriot-Watt University, United Kingdom",GBR,Universities
1559,554,State University of New York at Binghamton,USA,Universities
1560,554,Scuola Internazionale Superiore di Studi Avanzati,ITA,Universities
1561,554,Universidad de Murcia *,ESP,Universities
1562,555,Fraunhofer Institut fur Molekularbiologie und Angewandte Oekologie,DEU,Government
1563,555,Bengbu Medical College,CHN,Universities
1564,555,Cankaya University,TUR,Universities
1565,555,North University of China,CHN,Universities
1566,555,Humboldt-Universitat zu Berlin,DEU,Universities
1567,555,"Universite de Picardie Jules Verne, Amiens *",FRA,Universities
1568,555,Universitat Ulm *,DEU,Universities
1569,556,Tianjin University of Technology,CHN,Universities
1570,556,Istituto dei Materiali per l'Elettronica ed il Magnetismo,ITA,Government
1571,556,Wuhan Textile University,CHN,Companies
1572,556,University of Southern Queensland,AUS,Universities
1573,556,The Nottingham Trent University,GBR,Universities
1574,556,Technische Universitat Darmstadt,DEU,Universities
1575,557,Universite de Liege,BEL,Universities
1576,557,Ahvaz Jundishapur University of Medical Sciences *,IRN,Universities
1577,557,Istituto per la Microelettronica e Microsistemi,ITA,Government
1578,557,I-Shou University,TWN,Universities
1579,557,Universidade de Santiago de Compostela *,ESP,Universities
1580,557,Mae Fah Luang University,THA,Universities
1581,557,Institut Polytechnique de Grenoble *,FRA,Universities
1582,558,Centro de Investigacion Biomedica en Red de Enfermedades Raras,ESP,Health
1583,558,Georgetown University *,USA,Universities
1584,558,Alborz University of Medical Sciences,IRN,Universities
1585,558,Helmholtz Zentrum fur Umweltforschung,DEU,Government
1586,558,Hirosaki University *,JPN,Universities
1587,558,"GlaxoSmithKline, United States",USA,Companies
1588,558,Ben-Gurion University of the Negev *,ISR,Universities
1589,558,National Taipei University of Technology,TWN,Universities
1590,558,Leibniz-Institut fur Plasmaforschung und Technologie,DEU,Government
1591,558,Baqiyatallah Medical Sciences University,IRN,Universities
1592,559,Istituto per la Protezione Sostenibile delle Piante,ITA,Government
1593,559,Clarkson University,USA,Universities
1594,559,"Institute of Geochemistry, Chinese Academy of Sciences",CHN,Government
1595,559,Texas Tech University,USA,Universities
1596,559,Singapore Institute of Manufacturing Technology,SGP,Government
1597,560,Bundesanstalt fur Materialforschung und -Prufung,DEU,Government
1598,560,Xuzhou Medical University,CHN,Universities
1599,560,Universitat Leipzig *,DEU,Universities
1600,560,Ecole Pratique des Hautes Etudes,FRA,Universities
1601,560,Bushehr University of Medical Sciences,IRN,Universities
1602,560,Bam University of Medical Sciences,IRN,Universities
1603,560,Shandong University of Technology,CHN,Universities
1604,560,Southern Methodist University,USA,Universities
1605,560,Jilin Agricultural University,CHN,Universities
1606,561,Heriot-Watt University *,MUL,Universities
1607,561,Auckland University of Technology,NZL,Universities
1608,561,University of Surrey,GBR,Universities
1609,562,National Yang-Ming University,TWN,Universities
1610,562,Tokyo Medical and Dental University,JPN,Universities
1611,562,Institute of Biochemistry and Biophysics Polish Academy of Sciences,POL,Government
1612,562,Desert Research Center,EGY,Government
1613,562,Universidad de Alcala *,ESP,Universities
1614,562,Shanghai Institute of Technical Physics Chinese Academy of Sciences,CHN,Government
1615,563,Wuhan Institute of Technology,CHN,Universities
1616,563,Guilin University of Electronic Technology,CHN,Universities
1617,563,"Northeastern University, China",CHN,Universities
1618,563,Universidade Lusofona de Humanidades e Tecnologias,PRT,Universities
1619,563,Istituto Officina dei Materiali,ITA,Government
1620,563,"Applied Materials Inc, USA",USA,Companies
1621,563,Universita del Salento,ITA,Universities
1622,564,University of South Australia,AUS,Universities
1623,564,University of Okara,PAK,Universities
1624,564,Institute for High Pressure Physics Russian Academy of Sciences,RUS,Government
1625,564,Ecole Nationale Superieure de Chimie de Lille *,FRA,Universities
1626,564,Universita degli Studi di Trieste,ITA,Universities
1627,564,Guangxi Normal University,CHN,Universities
1628,565,Ghent University Hospital,BEL,Health
1629,565,Montanuniversitat Leoben,AUT,Universities
1630,565,Chevron Corp,USA,Companies
1631,565,NASA Goddard Space Flight Center,USA,Government
1632,565,Shanghai Maritime University,CHN,Universities
1633,565,Centro de Investigacion Biomedica en Red Fisiopatologia de la Obesidad y Nutricion,ESP,Health
1634,566,Laboratoire de Matiere et Systemes Complexes,FRA,Government
1635,566,Applied Materials Inc *,MUL,Companies
1636,566,Myongji University,KOR,Universities
1637,566,Shanghai University of Electric Power,CHN,Universities
1638,566,Istanbul Technical University,TUR,Universities
1639,566,Wonkwang University *,KOR,Universities
1640,566,United States Naval Academy,USA,Universities
1641,566,"University of Wisconsin, Milwaukee",USA,Universities
1642,566,University of Ljubljana *,SVN,Universities
1643,566,"University of Hawaii, Manoa *",USA,Universities
1644,567,West Virginia University *,USA,Universities
1645,567,Universite Cote dвЂ™Azur *,FRA,Universities
1646,567,University of Guelph,CAN,Universities
1647,567,Dongguan University of Technology,CHN,Universities
1648,567,Shantou University *,CHN,Universities
1649,567,Universidade Federal de Mato Grosso do Sul,BRA,Universities
1650,568,Universidad Autonoma de Ciudad Juarez,MEX,Universities
1651,568,Clemson University,USA,Universities
1652,568,"Shell, Netherlands",NLD,Companies
1653,568,National Cheng Kung University,TWN,Universities
1654,568,Budapest University of Technology and Economics,HUN,Universities
1655,569,Centrale Supelec,FRA,Universities
1656,569,National Institute of Pharmaceutical Education and Research,IND,Universities
1657,569,Vrije Universiteit Brussel,BEL,Universities
1658,569,Museum National d'Histoire Naturelle *,FRA,Government
1659,569,Huaibei Normal University,CHN,Universities
1660,569,Agricultural University of Athens,GRC,Universities
1661,569,Research Centre for Natural Sciences,HUN,Government
1662,570,University of Wyoming,USA,Universities
1663,570,Jiangxi Normal University,CHN,Universities
1664,570,Karlstad University,SWE,Universities
1665,570,Centro de Investigaciones Cientificas Isla de la Cartuja,ESP,Government
1666,570,Iran University of Science and Technology,IRN,Universities
1667,570,Inha University,KOR,Universities
1668,571,Universidad Pablo de Olavide *,ESP,Universities
1669,571,Instituto de Ciencia y Tecnologia de Polimeros,ESP,Government
1670,571,Kunsan National University,KOR,Universities
1671,571,Keimyung University,KOR,Universities
1672,571,Riddet Institute,NZL,Government
1673,571,The First Affiliated Hospital of Zhejiang University,CHN,Health
1674,571,Universita degli Studi di Perugia,ITA,Universities
1675,571,Swinburne University of Technology *,AUS,Universities
